title,model_details,year,agency,price,monthly_payment,link,image_path
סובארו XV,Crosstrek אוט׳ 2.0 (152 כ״ס),2021 • יד 1,מוטודיל,"88,000 ₪",,https://www.yad2.co.il://item/3kwwjz6u,https://img.yad2.co.il/Pic/202503/18/1_8/o/y2_1pa_010401_20250318153049.jpeg?w=3840&h=3840&c=9
סובארו B4/לגאסי,R אוט׳ סדאן 4 דל 2.0 (150 כ״ס) [2009-2012],2009 • יד 3,פתרונות תנועה,"1,000 ₪",,https://www.yad2.co.il://item/8rnzc0tr,https://img.yad2.co.il/Pic/202504/20/1_8/o/y2_1pa_010650_20250420110535.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,2.0X אוט׳ 2.0 (150 כ״ס),2018 • יד 3,"מולר קארס בע""מ","80,000 ₪",,https://www.yad2.co.il://item/3z6lo53y,https://img.yad2.co.il/Pic/202504/29/1_3/o/y2_1pa_010734_20250429135944.jpeg?w=3840&h=3840&c=9
סובארו XV,Crosstrek אוט׳ 2.0 (152 כ״ס),2021 • יד 1,רפאל רכבים,"85,000 ₪",,https://www.yad2.co.il://item/br1lszjz,https://img.yad2.co.il/Pic/202409/16/1_8/o/y2_2_Ux9uJB4YnS_20240916.jpg?w=3840&h=3840&c=9
סובארו XV,Crosstrek אוט׳ 2.0 (152 כ״ס),2019 • יד 1,חסון סוכנויות,"71,999 ₪",,https://www.yad2.co.il://item/znlhivlv,https://img.yad2.co.il/Pic/202411/06/1_8/o/y2_1pa_010680_20241106162448.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,4X2 RX אוט׳ האצ'בק 5 דל 1.5 (107 כ״ס),2008 • יד 2,סטארט טרייד,"14,000 ₪",,https://www.yad2.co.il://item/k7e3v3ut,
סובארו פורסטר,B אוט׳ 2.0 (150 כ״ס),2008 • יד 4,מיכאל car,"3,000 ₪",,https://www.yad2.co.il://item/a63icwgv,https://img.yad2.co.il/Pic/202503/24/1_3/o/y2_8pa_993337_20250324145736.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,Sport אוט׳ 2.5 (182 כ״ס) [2018-2022],2021 • יד 2,,"120,000 ₪",,https://www.yad2.co.il://item/js8v6p5j,https://img.yad2.co.il/Pic/202505/07/1_3/o/y2_1pa_010129_20250507145745.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,4X2 RX אוט׳ סדאן 4 דל 1.5 (107 כ״ס),2010 • יד 2,,"7,500 ₪",,https://www.yad2.co.il://item/hk5yw3os,https://img.yad2.co.il/Pic/202505/07/1_1/o/y2_1pa_010771_20250507145223.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,XT אוט׳ 2.0 (240 כ״ס) [2016-2018],2017 • יד 2,,"85,500 ₪",,https://www.yad2.co.il://item/e13isf09,https://img.yad2.co.il/Pic/202504/27/1_3/o/y2_1pa_010694_20250427204716.jpeg?w=3840&h=3840&c=9
סובארו XV,1.6I אוט׳ 1.6 (114 כ״ס) [2014-2016],2015 • יד 3,,"45,000 ₪",,https://www.yad2.co.il://item/xgnzq8it,https://img.yad2.co.il/Pic/202504/28/1_1/o/y2_1pa_010961_20250428141328.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,1.6I אוט׳ 1.6 (114 כ״ס),2014 • יד 1,,"19,000 ₪",,https://www.yad2.co.il://item/0q6hdwte,https://img.yad2.co.il/Pic/202505/07/1_1/o/y2_1pa_010859_20250507143254.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.0 (150 כ״ס) [2011-2016],2014 • יד 3,,"50,000 ₪",,https://www.yad2.co.il://item/5p1roq1f,https://img.yad2.co.il/Pic/202504/07/1_3/o/y2_1_02746_20250407164444.jpeg?w=3840&h=3840&c=9
סובארו XV,1.6I אוט׳ 1.6 (114 כ״ס) [2014-2016],2015 • יד 3,,"39,000 ₪",,https://www.yad2.co.il://item/6zcnv3ty,https://img.yad2.co.il/Pic/202210/24/1_1/o/y2_8_01437_20221024165936.jpeg?w=3840&h=3840&c=9
סובארו B4/לגאסי,R אוט׳ סדאן 4 דל 2.0 (150 כ״ס) [2007-2009],2008 • יד 3,,"15,750 ₪",,https://www.yad2.co.il://item/taoug5dv,https://img.yad2.co.il/Pic/202504/27/1_1/o/y2_3pa_09999_20250427154552.jpeg?w=3840&h=3840&c=9
סובארו B4/לגאסי,Classic אוט׳ 2.5 (175 כ״ס) [2014-2017],2015 • יד 2,,"26,000 ₪",,https://www.yad2.co.il://item/dlsrxh9i,https://img.yad2.co.il/Pic/202505/03/1_1/o/y2_1_08443_20250503235058.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,LX אוט׳ סדאן 4 דל 1.6 (95 כ״ס) [2004-2006],2005 • יד 2,,"5,500 ₪",,https://www.yad2.co.il://item/qa6bpalc,https://img.yad2.co.il/Pic/202505/07/1_1/o/y2_1pa_010091_20250507130752.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,4X2 RXI אוט׳ האצ'בק 5 דל 1.5 (107 כ״ס),2008 • יד 2,,500 ₪,,https://www.yad2.co.il://item/c2zmbkfc,https://img.yad2.co.il/Pic/202501/18/1_1/o/y2_1pa_010452_20250118181946.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.0 (150 כ״ס) [2011-2016],2013 • יד 1,,"45,000 ₪",,https://www.yad2.co.il://item/3n81cfx1,https://img.yad2.co.il/Pic/202504/22/1_3/o/y2_1pa_010476_20250422182958.jpeg?w=3840&h=3840&c=9
סובארו B4/לגאסי,Classic אוט׳ 2.5 (175 כ״ס) [2014-2017],2016 • יד 3,,"3,000 ₪",,https://www.yad2.co.il://item/96ywf29r,https://img.yad2.co.il/Pic/202504/27/1_1/o/y2_1pa_010668_20250427201524.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,B אוט׳ 2.0 (150 כ״ס),2011 • יד 3,,"33,000 ₪",,https://www.yad2.co.il://item/at511bnt,https://img.yad2.co.il/Pic/202501/09/1_3/o/y2_1pa_010450_20250109090204.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,B אוט׳ 2.0 (150 כ״ס),2009 • יד 3,,"24,000 ₪",,https://www.yad2.co.il://item/7kk0bfj9,https://img.yad2.co.il/Pic/202504/22/1_3/o/y2_1pa_010392_20250422143353.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,4X2 RX אוט׳ סדאן 4 דל 1.5 (107 כ״ס),2010 • יד 2,,"4,500 ₪",,https://www.yad2.co.il://item/kxhcxm7m,https://img.yad2.co.il/Pic/202505/04/1_1/o/y2_1pa_010264_20250504113807.jpeg?w=3840&h=3840&c=9
סובארו B4/לגאסי,Sport אוט׳ 2.5 (167 כ״ס),2011 • יד 5,,"21,000 ₪",,https://www.yad2.co.il://item/iqxonrih,https://img.yad2.co.il/Pic/202505/03/1_1/o/y2_1_05042_20250503155451.jpeg?w=3840&h=3840&c=9
סובארו אאוטבק,XS אוט׳ 2.5 (167 כ״ס),2011 • יד 4,,"27,000 ₪",,https://www.yad2.co.il://item/ts03bv80,https://img.yad2.co.il/Pic/202504/20/1_1/o/y2_1_06386_20250420154949.jpeg?w=3840&h=3840&c=9
סובארו B4/לגאסי,R אוט׳ סטיישן / טורר 5 דל 2.0 (165 כ״ס),2007 • יד 3,,"10,000 ₪",,https://www.yad2.co.il://item/8c3dwthe,https://img.yad2.co.il/Pic/202411/25/1_1/o/y2_1pa_010627_20241125130612.jpeg?w=3840&h=3840&c=9
סובארו XV,Premium אוט׳ 2.0 (150 כ״ס) [2016-2018],2017 • יד 2,,"55,555 ₪",,https://www.yad2.co.il://item/rv23krpq,https://img.yad2.co.il/Pic/202503/17/1_1/o/y2_1pa_010473_20250317090135.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,Sport אוט׳ 2.5 (182 כ״ס) [2021-2025],2021 • יד 1,ב.אריאל סוכנויות רכב,"138,000 ₪",,https://www.yad2.co.il://item/qw9b8w1l,https://img.yad2.co.il/Pic/202504/17/1_3/o/y2_1pa_010181_20250417101800.jpeg?w=3840&h=3840&c=9
סובארו XV,Premium אוט׳ 1.6 (114 כ״ס) [2016-2019],2016 • יד 2,Vettura,"53,000 ₪",,https://www.yad2.co.il://item/5sm4i5kr,https://img.yad2.co.il/Pic/202502/13/1_8/o/y2_1pa_010858_20250213114838.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,Sport אוט׳ 2.5 (182 כ״ס) [2018-2022],2022 • יד 1,ליס קאר רם בעמ,"145,000 ₪",,https://www.yad2.co.il://item/039f65br,https://img.yad2.co.il/Pic/202503/03/1_3/o/y2_1pa_010835_20250303134816.jpeg?w=3840&h=3840&c=9
סובארו XV,Crosstrek אוט׳ 2.0 (152 כ״ס),2019 • יד 2,תפוז מוטורס.,"62,900 ₪",,https://www.yad2.co.il://item/zx40u55i,https://img.yad2.co.il/Pic/202312/25/1_8/o/y2_1_khPxZ7zQm6_20231225.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,WRX SR ידני 2.5 (230 כ״ס),2007 • יד 8,BALMER - Auto Group,"100,000 ₪",,https://www.yad2.co.il://item/g5gtt6j2,https://img.yad2.co.il/Pic/202412/02/1_8/o/y2_1pa_996024_20241202195350.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,XV אוט׳ 2.0 (150 כ״ס),2010 • יד 3,זגורי קאר,"1,000 ₪",,https://www.yad2.co.il://item/jym4wbj8,https://img.yad2.co.il/Pic/202504/07/1_8/o/y2_1pa_010742_20250407195245.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.5 (182 כ״ס),2021 • יד 1,שטראוס ובנו בעמ,"134,000 ₪",,https://www.yad2.co.il://item/mvhn5ati,https://img.yad2.co.il/Pic/202504/27/1_3/o/y2_1pa_010699_20250427155119.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,Limited Plus אוט׳ 2.5 (180 כ״ס),2024 • יד 1,סטופ ביג ליס קאר,"209,000 ₪",,https://www.yad2.co.il://item/3u6ag6bg,https://img.yad2.co.il/Pic/202501/13/1_3/o/y2_1pa_010882_20250113124541.jpeg?w=3840&h=3840&c=9
סובארו קרוסטרק,Luxury אוט׳ 2.0 (152 כ״ס),2024 • יד 1,ארט ליס מוטורס בעמ,"164,000 ₪",,https://www.yad2.co.il://item/pwxtco30,https://img.yad2.co.il/Pic/202408/11/1_3/o/y2_10_ByIlNiQ91Y_20240811.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.5 (182 כ״ס),2019 • יד 1,יוני קאר מוטורס גדרה,"99,900 ₪",,https://www.yad2.co.il://item/imgqgtjb,https://img.yad2.co.il/Pic/202503/11/1_3/o/y2_1pa_010995_20250311174445.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.5 (182 כ״ס),2020 • יד 1,רכב קליל,"135,000 ₪",,https://www.yad2.co.il://item/0eg3gc7o,https://img.yad2.co.il/Pic/202505/06/1_3/o/y2_1pa_010207_20250506123624.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,1.6I אוט׳ 1.6 (114 כ״ס),2014 • יד 2,רביד רכבים,"22,000 ₪",,https://www.yad2.co.il://item/mwgjihq5,https://img.yad2.co.il/Pic/202505/06/1_8/o/y2_1pa_010202_20250506110418.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.5 (182 כ״ס),2023 • יד 1,shlomi car,"149,900 ₪",,https://www.yad2.co.il://item/pnmxjwri,https://img.yad2.co.il/Pic/202504/22/1_3/o/y2_1pa_010382_20250422100533.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,Sport אוט׳ 2.5 (182 כ״ס) [2018-2022],2021 • יד 1,פרפקט קאר,"154,000 ₪",,https://www.yad2.co.il://item/et78e5h2,https://img.yad2.co.il/Pic/202504/30/1_3/o/y2_1pa_010450_20250430005519.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,B אוט׳ 2.0 (150 כ״ס),2008 • יד 4,מיכאל car,"5,500 ₪",,https://www.yad2.co.il://item/3of8mhrk,https://img.yad2.co.il/Pic/202503/24/1_3/o/y2_8pa_995856_20250324145736.jpeg?w=3840&h=3840&c=9
סובארו אאוטבק,2.5X אוט׳ 2.5 (175 כ״ס) [2016-2019],2017 • יד 3,E&A CAR,"13,100 ₪",,https://www.yad2.co.il://item/eo02w9u8,https://img.yad2.co.il/Pic/202401/05/1_8/o/y2_1__SnseuONAb_20240105.jpeg?w=3840&h=3840&c=9
סובארו XV,Crosstyle אוט׳ 2.0 (152 כ״ס),2022 • יד 1,שמעון ברזילאי סובארו,"99,000 ₪",,https://www.yad2.co.il://item/kr1868xh,https://img.yad2.co.il/Pic/202504/02/1_8/o/y2_1pa_010466_20250402140201.jpeg?w=3840&h=3840&c=9
סובארו XV,2.0I אוט׳ 2.0 (150 כ״ס) [2012-2016],2015 • יד 3,Fendi car,"3,000 ₪",,https://www.yad2.co.il://item/gck1mp7t,https://img.yad2.co.il/Pic/202504/11/1_8/o/y2_1pa_010265_20250411190431.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,Sport אוט׳ 2.5 (182 כ״ס) [2018-2022],2021 • יד 2,סטופ ביג ליס קאר,"119,000 ₪",,https://www.yad2.co.il://item/42vid8ec,https://img.yad2.co.il/Pic/202504/03/1_3/o/y2_1pa_010686_20250403135331.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,2.0 Osaka אוט׳ 2.0 (150 כ״ס),2018 • יד 2,s.g,"91,000 ₪",,https://www.yad2.co.il://item/2q30yjuy,https://img.yad2.co.il/Pic/202504/29/1_3/o/y2_1pa_010287_20250429185005.jpeg?w=3840&h=3840&c=9
סובארו XV,Premium אוט׳ 1.6 (114 כ״ס) [2016-2019],2017 • יד 3,,"57,000 ₪",,https://www.yad2.co.il://item/izs8kh0f,https://img.yad2.co.il/Pic/202305/07/1_1/o/y2_2_03109_20230507190114.jpeg?w=3840&h=3840&c=9
סובארו B4/לגאסי,R ידני סדאן 4 דל 2.0 (150 כ״ס) [2007-2009],2008 • יד 2,,"27,900 ₪",,https://www.yad2.co.il://item/4cis3auj,https://img.yad2.co.il/Pic/202503/19/1_1/o/y2_1_06592_20250319090414.jpeg?w=3840&h=3840&c=9
סובארו XV,2.0I אוט׳ 2.0 (150 כ״ס) [2012-2016],2016 • יד 3,,"34,000 ₪",,https://www.yad2.co.il://item/fh0oknd3,https://img.yad2.co.il/Pic/202505/07/1_1/o/y2_1pa_010783_20250507103555.jpeg?w=3840&h=3840&c=9
סובארו XV,Premium אוט׳ 2.0 (150 כ״ס) [2016-2018],2016 • יד 2,,"53,000 ₪",,https://www.yad2.co.il://item/zwl0hjoo,https://img.yad2.co.il/Pic/202503/15/1_1/o/y2_1_03903_20250315132346.jpeg?w=3840&h=3840&c=9
סובארו XV,2.0I אוט׳ 2.0 (150 כ״ס) [2012-2016],2015 • יד 3,,"2,000 ₪",,https://www.yad2.co.il://item/2ylei9n2,https://img.yad2.co.il/Pic/202504/13/1_1/o/y2_1pa_010790_20250413013434.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,XS אוט׳ 2.0 (150 כ״ס),2010 • יד 3,,"38,000 ₪",,https://www.yad2.co.il://item/ykiokeu0,https://img.yad2.co.il/Pic/202505/03/1_3/o/y2_1pa_010889_20250503171948.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.0 (150 כ״ס) [2011-2016],2015 • יד 3,,"2,080 ₪",,https://www.yad2.co.il://item/lrbbqfkq,https://img.yad2.co.il/Pic/202503/25/1_3/o/y2_1pa_010432_20250325122510.jpeg?w=3840&h=3840&c=9
סובארו XV,1.6I אוט׳ 1.6 (114 כ״ס) [2014-2016],2015 • יד 2,,"52,000 ₪",,https://www.yad2.co.il://item/76zo1f07,https://img.yad2.co.il/Pic/202504/30/1_1/o/y2_1pa_010846_20250430121759.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,Sport אוט׳ 2.5 (182 כ״ס) [2018-2022],2020 • יד 2,,"10,000 ₪",,https://www.yad2.co.il://item/ir3r63ah,https://img.yad2.co.il/Pic/202501/11/1_3/o/y2_1pa_010017_20250111110234.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,XS אוט׳ 2.0 (150 כ״ס),2008 • יד 4,,"35,000 ₪",,https://www.yad2.co.il://item/zzarldn9,https://img.yad2.co.il/Pic/202501/20/1_3/o/y2_1pa_010590_20250120175139.jpeg?w=3840&h=3840&c=9
סובארו קרוסטרק,Luxury אוט׳ 2.0 (152 כ״ס),2023 • יד 2,,"145,000 ₪",,https://www.yad2.co.il://item/kj0swndd,https://img.yad2.co.il/Pic/202504/18/1_3/o/y2_1_08738_20250418152830.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,4X4 RX אוט׳ האצ'בק 5 דל 2.0 (150 כ״ס),2010 • יד 3,,"12,300 ₪",,https://www.yad2.co.il://item/v10ltzot,https://img.yad2.co.il/Pic/202504/06/1_1/o/y2_1pa_010091_20250406195038.jpeg?w=3840&h=3840&c=9
סובארו XV,2.0 Eyesight אוט׳ 2.0 (156 כ״ס),2019 • יד 2,,"94,200 ₪",,https://www.yad2.co.il://item/75s8ywfb,https://img.yad2.co.il/Pic/202505/05/1_1/o/y2_2pa_010532_20250505105314.jpeg?w=3840&h=3840&c=9
סובארו XV,1.6 Kyoto אוט׳ 1.6 (114 כ״ס),2017 • יד 2,,"59,000 ₪",,https://www.yad2.co.il://item/cdy7ap60,https://img.yad2.co.il/Pic/202501/07/1_1/o/y2_1pa_010190_20250107193930.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,Z אוט׳ 2.5 (182 כ״ס),2021 • יד 1,,"5,000 ₪",,https://www.yad2.co.il://item/0xvhtthj,https://img.yad2.co.il/Pic/202503/29/1_3/o/y2_1_09510_20250329124113.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.0 (150 כ״ס) [2011-2016],2013 • יד 3,,"3,000 ₪",,https://www.yad2.co.il://item/mmdioi4a,https://img.yad2.co.il/Pic/202501/30/1_3/o/y2_1pa_010111_20250130101455.jpeg?w=3840&h=3840&c=9
סובארו XV,Premium אוט׳ 1.6 (114 כ״ס) [2016-2019],2018 • יד 2,,"64,000 ₪",,https://www.yad2.co.il://item/a5s39by2,https://img.yad2.co.il/Pic/202504/23/1_1/o/y2_1pa_010540_20250423191246.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.0 (150 כ״ס) [2011-2016],2014 • יד 2,,"50,000 ₪",,https://www.yad2.co.il://item/4do73lob,https://img.yad2.co.il/Pic/202505/05/1_3/o/y2_1pa_010916_20250505124906.jpeg?w=3840&h=3840&c=9
סובארו XV,2.0 Classic אוט׳ 2.0 (156 כ״ס),2018 • יד 2,,"69,000 ₪",,https://www.yad2.co.il://item/w3pkx32z,https://img.yad2.co.il/Pic/202504/24/1_1/o/y2_1_06024_20250424084212.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.0 (150 כ״ס) [2011-2016],2015 • יד 3,,"40,000 ₪",,https://www.yad2.co.il://item/totqvstp,https://img.yad2.co.il/Pic/202502/04/1_3/o/y2_1pa_010350_20250204190408.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,Sport אוט׳ האצ'בק 5 דל 2.0 (150 כ״ס),2008 • יד 6,,"20,000 ₪",,https://www.yad2.co.il://item/9wh682wo,https://img.yad2.co.il/Pic/202505/05/1_1/o/y2_1pa_010176_20250505140404.jpeg?w=3840&h=3840&c=9
סובארו B4/לגאסי,R אוט׳ סטיישן / טורר 5 דל 2.0 (165 כ״ס),2007 • יד 2,,"1,000 ₪",,https://www.yad2.co.il://item/lcdtzubo,https://img.yad2.co.il/Pic/202503/15/1_1/o/y2_1pa_010889_20250315161546.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,4X2 RX אוט׳ האצ'בק 5 דל 1.5 (107 כ״ס),2009 • יד 2,,"2,000 ₪",,https://www.yad2.co.il://item/9dbn4v1p,https://img.yad2.co.il/Pic/202504/15/1_1/o/y2_1pa_010817_20250415210720.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,XS אוט׳ 2.5 (182 כ״ס),2021 • יד 1,טרייד אין סובארו השרון,"155,000 ₪",,https://www.yad2.co.il://item/ggp4lk7c,https://img.yad2.co.il/Pic/202505/05/1_3/o/y2_1pa_010129_20250505094755.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.0 (158 כ״ס),2008 • יד 2,רכב יניב רמת אפעל,"2,500 ₪",,https://www.yad2.co.il://item/vh546sec,https://img.yad2.co.il/Pic/202504/27/1_3/o/y2_1pa_010023_20250427160447.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.5 (182 כ״ס),2021 • יד 1,רכב הצפון כפר יאסיף,"115,000 ₪",,https://www.yad2.co.il://item/ns2vvev0,https://img.yad2.co.il/Pic/202504/17/1_3/o/y2_1pa_010307_20250417162251.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,XS אוט׳ 2.5 (182 כ״ס),2021 • יד 1,UMI,"137,900 ₪",,https://www.yad2.co.il://item/sjr6wmhp,https://img.yad2.co.il/Pic/202505/08/1_3/o/y2_1pa_010674_20250508154903.jpeg?w=3840&h=3840&c=9
סובארו XV,1.6 Classic אוט׳ 1.6 (114 כ״ס) [2018-2021],2020 • יד 1,I.H luxury car,"5,000 ₪",,https://www.yad2.co.il://item/tnpjgvj6,https://img.yad2.co.il/Pic/202504/24/1_8/o/y2_1pa_010432_20250424164317.jpeg?w=3840&h=3840&c=9
סובארו XV,Crosstrek אוט׳ 2.0 (152 כ״ס),2022 • יד 1,לוטם סוכנויות,"116,000 ₪",,https://www.yad2.co.il://item/f27ezlua,https://img.yad2.co.il/Pic/202503/06/1_8/o/y2_1pa_010477_20250306130325.jpeg?w=3840&h=3840&c=9
סובארו XV,2.0I אוט׳ 2.0 (150 כ״ס) [2016-2018],2016 • יד 3,לוין מוטורס,"9,000 ₪",,https://www.yad2.co.il://item/2vz68aor,https://img.yad2.co.il/Pic/202503/26/1_8/o/y2_1pa_010743_20250326120200.jpeg?w=3840&h=3840&c=9
סובארו XV,Crosstrek אוט׳ 2.0 (152 כ״ס),2021 • יד 1,סאן-קאר,"89,900 ₪",,https://www.yad2.co.il://item/fqpog2vu,https://img.yad2.co.il/Pic/202502/17/1_8/o/y2_5pa_010616_20250217123007.jpeg?w=3840&h=3840&c=9
סובארו XV,1.6I אוט׳ 1.6 (114 כ״ס) [2014-2016],2016 • יד 2,שי בר רכבים צפון,"44,999 ₪",,https://www.yad2.co.il://item/t1dn9orm,https://img.yad2.co.il/Pic/202503/17/1_8/o/y2_1pa_010964_20250317124639.jpeg?w=3840&h=3840&c=9
סובארו XV,Crosstrek PL אוט׳ 2.0 (152 כ״ס),2021 • יד 1,הכל לרכב ביתר עלית,"105,000 ₪",,https://www.yad2.co.il://item/81jf3lr2,https://img.yad2.co.il/Pic/202504/22/1_8/o/y2_1pa_010602_20250422001100.jpeg?w=3840&h=3840&c=9
סובארו XV,Crosstrek PL אוט׳ 2.0 (152 כ״ס),2021 • יד 1,שטראוס ובנו בעמ,"110,000 ₪",,https://www.yad2.co.il://item/6u5n0qm1,https://img.yad2.co.il/Pic/202505/08/1_8/o/y2_1pa_010354_20250508173629.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,1.6I אוט׳ 1.6 (114 כ״ס),2016 • יד 1,Reichman AutoClub,"31,500 ₪",,https://www.yad2.co.il://item/pr0xbqlq,https://img.yad2.co.il/Pic/202503/19/1_8/o/y2_1pa_010179_20250319161040.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,4X2 RX אוט׳ סדאן 4 דל 1.5 (107 כ״ס),2008 • יד 3,הכל לרכב ביתר עלית,"8,000 ₪",,https://www.yad2.co.il://item/tmxf6q12,https://img.yad2.co.il/Pic/202312/26/1_8/o/y2_1_ihY1f36Fqv_20231226.jpg?w=3840&h=3840&c=9
סובארו XV,1.6 Kyoto אוט׳ 1.6 (114 כ״ס),2017 • יד 2,אלירן רכבים,"37,000 ₪",,https://www.yad2.co.il://item/4ah52cd4,
סובארו XV,1.6 Kyoto אוט׳ 1.6 (114 כ״ס),2017 • יד 2,אילון שחר חברה וסוכנות רכב בעמ,"46,000 ₪",,https://www.yad2.co.il://item/e8ni4e7d,https://img.yad2.co.il/Pic/202406/04/1_8/o/y2_9_fikgctiocS_20240604.jpg?w=3840&h=3840&c=9
סובארו XV,1.6 Eyesight אוט׳ 1.6 (114 כ״ס) [2018-2021],2021 • יד 1,רכב הצפון כפר יאסיף,"86,000 ₪",,https://www.yad2.co.il://item/uwfvr510,https://img.yad2.co.il/Pic/202504/23/1_8/o/y2_1pa_010448_20250423145415.jpeg?w=3840&h=3840&c=9
סובארו XV,1.6I אוט׳ 1.6 (114 כ״ס) [2016-2018],2016 • יד 4,רכב שחר,"44,000 ₪",,https://www.yad2.co.il://item/wqjnh92e,https://img.yad2.co.il/Pic/202504/27/1_8/o/y2_1pa_010182_20250427114039.jpeg?w=3840&h=3840&c=9
סובארו אאוטבק,2.5X אוט׳ 2.5 (175 כ״ס) [2016-2019],2017 • יד 2,,"55,000 ₪",,https://www.yad2.co.il://item/m64a8068,https://img.yad2.co.il/Pic/202505/06/1_1/o/y2_1pa_010851_20250506225733.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.0 (150 כ״ס) [2011-2016],2014 • יד 3,,"1,600 ₪",,https://www.yad2.co.il://item/xvywxz98,https://img.yad2.co.il/Pic/202503/28/1_3/o/y2_1pa_010769_20250328095623.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,1.6I אוט׳ 1.6 (114 כ״ס),2015 • יד 2,,"21,000 ₪",,https://www.yad2.co.il://item/es5jop8s,https://img.yad2.co.il/Pic/202505/06/1_1/o/y2_1pa_010001_20250506220239.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,4X2 RX אוט׳ סדאן 4 דל 1.5 (107 כ״ס),2009 • יד 3,,"9,500 ₪",,https://www.yad2.co.il://item/0f8k42h6,https://img.yad2.co.il/Pic/202501/27/1_1/o/y2_1pa_010571_20250127223853.jpeg?w=3840&h=3840&c=9
סובארו XV,1.6 Classic אוט׳ 1.6 (114 כ״ס) [2018-2021],2020 • יד 2,,"85,000 ₪",,https://www.yad2.co.il://item/swkcoohd,https://img.yad2.co.il/Pic/202504/11/1_1/o/y2_1pa_010571_20250411211100.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,XS אוט׳ 2.0 (150 כ״ס),2008 • יד 4,,"3,000 ₪",,https://www.yad2.co.il://item/jlmoilmf,https://img.yad2.co.il/Pic/202503/30/1_3/o/y2_1pa_010055_20250330155241.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,4X2 RX אוט׳ סדאן 4 דל 1.5 (107 כ״ס),2009 • יד 2,,"9,000 ₪",,https://www.yad2.co.il://item/c6faua40,https://img.yad2.co.il/Pic/202501/12/1_1/o/y2_1pa_010863_20250112121642.jpeg?w=3840&h=3840&c=9
סובארו XV,1.6 Kyoto אוט׳ 1.6 (114 כ״ס),2018 • יד 3,,"50,000 ₪",,https://www.yad2.co.il://item/dn6wgdbp,https://img.yad2.co.il/Pic/202503/12/1_1/o/y2_1_03185_20250312161819.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.0 (150 כ״ס) [2011-2016],2015 • יד 2,,"56,900 ₪",,https://www.yad2.co.il://item/02mohza3,https://img.yad2.co.il/Pic/202411/10/1_3/o/y2_1pa_010985_20241110212839.jpeg?w=3840&h=3840&c=9
